"","jeolla","seoul"
"591","맞아 근데 막 주변에 보면 아 진짜 쟤는 쟤랑 왜 계속 사귀지 이런 생각 드는 커플도 되게 많은데","맞아 근데 막 주변에 보면 아 진짜 쟤는 쟤랑 왜 계속 사귀지 이런 생각 드는 커플도 되게 많은데"
"592","아 쟤넨 진짜 이쁘다하는 커플도 많으니까","아 쟤넨 진짜 이쁘다하는 커플도 많으니까"
"593","근데 막 어 쟤네 왜 사귀지 진짜 헤어지라고 말하고 싶다 하는 애들은","근데 막 어 쟤네 왜 사귀지 진짜 헤어지라고 말하고 싶다 하는 애들은"
"594","아무리 조언을 해줘도 들어 먹지를 않아 그냥 어짜피자기 맘대로 할거 완전 답정너야 그냥","아무리 조언을 해줘도 들어 먹지를 않아 그냥 어차피자기 맘대로 할거 완전 답정너야 그냥"
"595","아 그치 진짜 주변만 봐도 진짜 엄청 그런 애들 많았는데","아 그치 진짜 주변만 봐도 진짜 엄청 그런 애들 많았는데"
"596","어찌 됐든 어떤 커플이라도 그냥 뭐 조언해 줘도","어찌 됐든 어떤 커플이라도 그냥 뭐 조언해 줘도"
"597","그 다음 날 헤어지고 아 그 당일 날 헤어지고 인제 그 다음 날 사겨있어.","그 다음 날 헤어지고 아 그 당일 날 헤어지고 인제 그 다음 날 사겨있어."
"598","그믄 인제 딱히 연애에 있어서 다른 사람들한테 조언을 해줄 필요가 없다고 생각해서 나는 그냥","그러면 이제 딱히 연애에 있어서 다른 사람들한테 조언을 해줄 필요가 없다고 생각해서 나는 그냥"
"599","별로 조언 안 해주고 아 그렇구나 약간 동감만 해주는 요즘엔 그런 식으로?","별로 조언 안 해주고 아 그렇구나 약간 동감만 해주는 요즘엔 그런 식으로?"
"600","근데 막 아 내 얘기 좀 들어줘 아 진짜 남친이랑 싸우고 어떻게 해야 될 지 모르겠어.","근데 막 아 내 얘기 좀 들어줘 아 진짜 남친이랑 싸우고 어떻게 해야 될 지 모르겠어."
"601","진짜 나 맨날 스트레스 받는다 헤어질까 이러고 카톡 온단 말이야","진짜 나 맨날 스트레스 받는다 헤어질까 이러고 카톡 온단 말이야"
"602","그러면서 난 또 아 진짜 고민이 많구나 이러면서 막 엄청 말을 해줘.","그러면서 난 또 아 진짜 고민이 많구나 이러면서 막 엄청 말을 해줘."
"603","연애를 할 때는 뭐 남자친구가 이렇게 할 때는 너는 걔를 좋아하지 않니?","연애를 할 때는 뭐 남자친구가 이렇게 할 때는 너는 걔를 좋아하지 않니?"
"604","이러면서 말을 해도 아무 소용이 없어 다음 날 보면은 바로 그냥 서로 너무 사랑하니까","이러면서 말을 해도 아무 소용이 없어 다음 날 보면은 바로 그냥 서로 너무 사랑하니까"
"605","그럴 거면 왜 남들한테 연애 상담을 해달라는지 그것도 난 좀 모르겠어.","그럴 거면 왜 남들한테 연애 상담을 해달라는지 그것도 난 좀 모르겠어."
"606","아 맞아 진짜 그런 사람들 많아.","아 맞아 진짜 그런 사람들 많아."
"607","근데 뭐 난 궁금한 게 우리가 뭐 중학교 때 초등학교 때 뭐 연애를 해봤을 거 아냐?","근데 뭐 난 궁금한 게 우리가 뭐 중학교 때 초등학교 때 뭐 연애를 해봤을 거 아냐?"
"608","막 애들이 그럼 만약 우리가 지금 스무 살이라고 스무 살인데","막 애들이 그럼 만약 우리가 지금 스무 살이라고 스무 살인데"
"609","그러면 이거 연애 횟수를 어떻게 쳐야 되는 지도 궁금해 이것도 궁금해.","그러면 이거 연애 횟수를 어떻게 쳐야 되는 지도 궁금해 이것도 궁금해."
"610","{laughing} 근데 초등학교 중학교 때 한 연애를 연애라고 말할 수가 없잖아.","{laughing} 근데 초등학교 중학교 때 한 연애를 연애라고 말할 수가 없잖아."
"611","그건 그냥 약간 어 뭐랄까 그냥 장난 장난 같은 거지 장난 같은 거","그건 그냥 약간 어 뭐랄까 그냥 장난 장난 같은 거지 장난 같은 거"
"612","아 그래가지고 난 뭐 연애를 해보지 않았지만 약간 그런 생각을 하는 거 같기도 해.","아 그래가지고 난 뭐 연애를 해보지 않았지만 약간 그런 생각을 하는 거 같기도 해."
"613","아 진짜 쟤네 -어- 언제부터 셀까 약간 이 생각 근데 고등학교 때부터 그게 맞는 것 같아.","아 진짜 쟤네 -어- 언제부터 셀까 약간 이 생각 근데 고등학교 때부터 그게 맞는 것 같아."
"614","맞아 아무래도 초등학교 중학교 때는 그런 연애는 약간 귀엽긴 하지 귀엽긴 한데","맞아 아무래도 초등학교 중학교 때는 그런 연애는 약간 귀엽긴 하지 귀엽긴 한데"
"615","그것까지 횟수로 세면은 남들이 좀 웃지 않을까?","그것까지 횟수로 세면은 남들이 좀 웃지 않을까?"
"616","아 그치 나도 동감 약간 근데 연애하면서 약간 요즘에 느낀 거는","아 그치 나도 동감 약간 근데 연애하면서 약간 요즘에 느낀 거는"
"617","연애가 연애를 굳이 할 필요도 없고 굳이 해도 많은 횟수를 하진 하는 거는","연애가 연애를 굳이 할 필요도 없고 굳이 해도 많은 횟수를 하진 하는 거는"
"618","난 별로 약간 많은 횟수보다는 좀 약간 적은 횟수더라도 진짜 엄청 좋은 사람을 만나는 게 좋겠다고 생각해.","난 별로 약간 많은 횟수보다는 좀 약간 적은 횟수더라도 진짜 엄청 좋은 사람을 만나는 게 좋겠다고 생각해."
"619","음 그럴 수도 있긴 하겠다 근데 좋은 사람을 한 번에 만나는 게 쉽지가 않을걸?","음 그럴 수도 있긴 하겠다 근데 좋은 사람을 한 번에 만나는 게 쉽지가 않을걸?"
"620","연애하면서 은근히 그게 막상 만났는데 되게 다른 타입인 경우도 많고 그러니까","연애하면서 은근히 그게 막상 만났는데 되게 다른 타입인 경우도 많고 그러니까"
"621","사귀기 전에는 안 그런다고 했다가 또 사겼을 땐 그런 경우도 있고 물론 나도 그럴 수도 있겠지만","사귀기 전에는 안 그런다고 했다가 또 사겼을 땐 그런 경우도 있고 물론 나도 그럴 수도 있겠지만"
"622","그거 맞는 사람을 찾기가 제일 힘들지 그러니까 연애를 많이 하는 거지","그거 맞는 사람을 찾기가 제일 힘들지 그러니까 연애를 많이 하는 거지"
"623","아 근데 진짜 우리 -사- 근데 연애가 또 난 하나의 경험이기도 하다라고 생각해.","아 근데 진짜 우리 -사- 근데 연애가 또 난 하나의 경험이기도 하다라고 생각해."
"624","약간 좀 우리 사촌 언니도 연애를 좀 많이 했었거든 다양한 사람들하고","약간 좀 우리 사촌 언니도 연애를 좀 많이 했었거든 다양한 사람들하고"
"625","뭐 진짜 내가 듣기로만 해도 막 우리 사촌 언니가 같은 학교 나왔는데 뭐 &company-name& 씨이오랑도 연애해보고","뭐 진짜 내가 듣기로만 해도 막 우리 사촌 언니가 같은 학교 나왔는데 뭐 &company-name& 씨이오랑도 연애해보고"
"626","뭐 그런 사람들도 그런 사람들이랑 많이 연애해봤다고 했는데","뭐 그런 사람들도 그런 사람들이랑 많이 연애해봤다고 했는데"
"627","그런 거 보면서 아 진짜 연애도 하나의 경험이다라고 생각했어.","그런 거 보면서 아 진짜 연애도 하나의 경험이다라고 생각했어."
"628","그냥 다양한 사람들 만나면서 그런 것도 하나의 경험이다.","그냥 다양한 사람들 만나면서 그런 것도 하나의 경험이다."
"629","근데 나 솔직히 연애하면서 많이 좀 성장하는 것 같기는 해 경험하면서 약간","근데 나 솔직히 연애하면서 많이 좀 성장하는 것 같기는 해 경험하면서 약간"
"630","남 이해하는 거 그게 제일 많이 큰 거 같애","남 이해하는 거 그게 제일 많이 큰 거 같애"
"631","연애하면은 솔직히 남자친구 입장을 이해해 줘야 되는 경우가 진짜 많잖아.","연애하면은 솔직히 남자친구 입장을 이해해 줘야 되는 경우가 진짜 많잖아."
"632","아니 이렇게 생각했는데 쟤는 이렇게 생각하네 그거를 받아들이는 게 연애란 말이야.","아니 이렇게 생각했는데 쟤는 이렇게 생각하네 그거를 받아들이는 게 연애란 말이야."
"633","그러면은 이제 그런 상황에서 좀 커지는 것 같애.","그러면은 이제 그런 상황에서 좀 커지는 것 같애."
"634","그러면서 이제 뭐 친구들하고 관계도 좀 더 이해가 잘 되는 것 같고 연애하면서 성장아닌 성장하지","그러면서 이제 뭐 친구들하고 관계도 좀 더 이해가 잘 되는 것 같고 연애하면서 성장아닌 성장하지"
"635","근데 그냥 진짜 말도 안 되는 연애하는 애들도 있잖아 진짜 무슨 진짜 말도 안 되는 연애","근데 그냥 진짜 말도 안 되는 연애하는 애들도 있잖아 진짜 무슨 진짜 말도 안 되는 연애"
"636","그런 거는 솔직히 말해서 별 도움은 안 되는 거 같아 인생에 그냥 낭비인 것 같아 그거는","그런 거는 솔직히 말해서 별 도움은 안 되는 거 같아 인생에 그냥 낭비인 것 같아 그거는"
"637","아 그치 근데 연애하면서 진짜 애들 말 들어보면","아 그치 근데 연애하면서 진짜 애들 말 들어보면"
"638","어 진짜 막 자기들이 성장을 많이 했다고 하더라고","어 진짜 막 자기들이 성장을 많이 했다고 하더라고"
"639","그냥 타인 약간 좀 다른 사람들을 배려하는 것도 생각하게 되고","그냥 타인 약간 좀 다른 사람들을 배려하는 것도 생각하게 되고"
"640","그렇게 됐다고 해서 아 연애 좋은 거구나 약간 요즘에 이 생각 들어.","그렇게 됐다고 해서 아 연애 좋은 거구나 약간 요즘에 이 생각 들어."
"641","그니까 나는 연애를 하고 있지만 연애에 대한 로망은 아직도 있는 것 같아.","그니까 나는 연애를 하고 있지만 연애에 대한 로망은 아직도 있는 것 같아."
"642","막 여행을 갔는데 어떤 외국인을 만나서 얘기를 한다거나","막 여행을 갔는데 어떤 외국인을 만나서 얘기를 한다거나"
"643","그런 로망은 솔직히 말해서 진짜 있는 것 같아 생각만 해도 재밌지 않냐 그런 거","그런 로망은 솔직히 말해서 진짜 있는 것 같아 생각만 해도 재밌지 않냐 그런 거"
"644","아 맞아 근데 요즘에는 진짜 못 나가니까 많이 솔직히 학교 갔어 학교만 가도","아 맞아 근데 요즘에는 진짜 못 나가니까 많이 솔직히 학교 갔어 학교만 가도"
"645","나는 부산이고 너는 서울로 갔었던 -가도- 가도","나는 부산이고 너는 서울로 갔었던 -가도- 가도"
"646","진짜 그것도 나름대로 엄청 다양한 사람들도 만나고 또 어떻게 지금 바꼈을지 모르지.","진짜 그것도 나름대로 엄청 다양한 사람들도 만나고 또 어떻게 지금 바꼈을지 모르지."
"647","어 막 과팅 미팅 이런 거 솔직히 해보고 싶고 궁금하잖아.","어 막 과팅 미팅 이런 거 솔직히 해보고 싶고 궁금하잖아."
"648","그런 거 해서 연애했다는 사람이 진짜 많으니까","그런 거 해서 연애했다는 사람이 진짜 많으니까"
"649","너는 과팅 하면은 만약에 나갈 거 같아?","너는 과팅 하면은 만약에 나갈 거 같아?"
"650","아 우린 또 남초 학과라서 과팅이 없대 그래가지고 근데 우리는 보면 저 딱 선배들 봤는데","아 우린 또 남초 학과라서 과팅이 없대 그래가지고 근데 우리는 보면 저 딱 선배들 봤는데"
"651","우리가 확실히 진짜 한 칠십 진짜 칠십육 명 중 여덟 명이 여자 그렇게 되니까","우리가 확실히 진짜 한 칠십 진짜 칠십육 명 중 여덟 명이 여자 그렇게 되니까"
"652","어쨌든 다 남자친구 사귈 수밖에 없대 선배들 봐도 다 남자친구 있더라고","어쨌든 다 남자친구 사귈 수밖에 없대 선배들 봐도 다 남자친구 있더라고"
"653","그냥 사관님들 봐도 그래가지고 과팅 -굳- 굳이 필요 없다 약간 이 생각","그냥 사관님들 봐도 그래가지고 과팅 -굳- 굳이 필요 없다 약간 이 생각"
"654","그럼 넌 씨씨 할 거야?","그럼 넌 씨씨 할 거야?"
"655","아 난 솔직히 그 생각 별로 안 했었는데 근데 여기는 다 씨씨 하더라고","아 난 솔직히 그 생각 별로 안 했었는데 근데 여기는 다 씨씨 하더라고"
"656","그래서 난 솔직히 말해서 사 년 안에 내가 남자친구 사귈지도 모르겠어.","그래서 난 솔직히 말해서 사 년 안에 내가 남자친구 사귈지도 모르겠어."
"657","그럼 만약에 같은 학과 남자애가 너 좋아한다 해 그럼 과 씨씨 할 거야?","그럼 만약에 같은 학과 남자애가 너 좋아한다 해 그럼 과 씨씨 할 거야?"
"658","아 나 안 받아 줄 거야 나 지금 남자애들 뭐 인스타 팔로우 걸어도 나 진짜 완전 한 명도 안 받아줬어.","아 나 안 받아 줄 거야 나 지금 남자애들 뭐 인스타 팔로우 걸어도 나 진짜 완전 한 명도 안 받아줬어."
"659","그러니까 연애를 못하는 거야 너가 왜 그렇게 다 철벽을 치는 거야?","그러니까 연애를 못하는 거야 너가 왜 그렇게 다 철벽을 치는 거야?"
"660","아니 철벽을 치는 게 아니라 약간 좀 그런 낯가려가지고 근데 내가 다가가기도 좀 그렇고","아니 철벽을 치는 게 아니라 약간 좀 그런 낯가려가지고 근데 내가 다가가기도 좀 그렇고"
"661","그냥 애초에 약간 좀 남자애들에 대한 벽이 있는 거 같아 내가 생각하기에","그냥 애초에 약간 좀 남자애들에 대한 벽이 있는 거 같아 내가 생각하기에"
